experiment,model,provider,condition,trial,chosen_product,price_usd,planned_budget,num_steps,steps,capped,ok,error
wason-selection-deontic,Claude Opus 4.8,anthropic,direct,29,sel_other,,,1,select_cards,False,True,
wason-selection-deontic,Claude Opus 4.8,anthropic,falsify_prompt,0,sel_other,,,2,note_disproof|select_cards,False,True,
wason-selection-deontic,Claude Opus 4.8,anthropic,falsify_prompt,1,sel_p_notq,,,2,note_disproof|select_cards,False,True,
wason-selection-deontic,Claude Opus 4.8,anthropic,falsify_prompt,2,sel_other,,,2,note_disproof|select_cards,False,True,
wason-selection-deontic,Claude Opus 4.8,anthropic,falsify_prompt,3,sel_p_notq,,,2,note_disproof|select_cards,False,True,
wason-selection-deontic,Claude Opus 4.8,anthropic,falsify_prompt,4,sel_p_notq,,,2,note_disproof|select_cards,False,True,
wason-selection-deontic,Claude Opus 4.8,anthropic,falsify_prompt,5,sel_p_notq,,,2,note_disproof|select_cards,False,True,
wason-selection-deontic,Claude Opus 4.8,anthropic,falsify_prompt,6,sel_p_notq,,,2,note_disproof|select_cards,False,True,
wason-selection-deontic,Claude Opus 4.8,anthropic,falsify_prompt,7,sel_p_notq,,,2,note_disproof|select_cards,False,True,
wason-selection-deontic,Claude Opus 4.8,anthropic,falsify_prompt,8,sel_p_notq,,,2,note_disproof|select_cards,False,True,
wason-selection-deontic,Claude Opus 4.8,anthropic,falsify_prompt,9,sel_p_notq,,,2,note_disproof|select_cards,False,True,
wason-selection-deontic,Claude Opus 4.8,anthropic,falsify_prompt,10,sel_p_notq,,,2,note_disproof|select_cards,False,True,
wason-selection-deontic,Claude Opus 4.8,anthropic,falsify_prompt,11,sel_p_notq,,,2,note_disproof|select_cards,False,True,
wason-selection-deontic,Claude Opus 4.8,anthropic,falsify_prompt,12,sel_p_notq,,,2,note_disproof|select_cards,False,True,
wason-selection-deontic,Claude Opus 4.8,anthropic,falsify_prompt,13,sel_p_notq,,,2,note_disproof|select_cards,False,True,
wason-selection-deontic,Claude Opus 4.8,anthropic,falsify_prompt,14,sel_p_notq,,,2,note_disproof|select_cards,False,True,
wason-selection-deontic,Claude Opus 4.8,anthropic,falsify_prompt,15,sel_p_notq,,,2,note_disproof|select_cards,False,True,
wason-selection-deontic,Claude Opus 4.8,anthropic,falsify_prompt,16,sel_other,,,2,note_disproof|select_cards,False,True,
wason-selection-deontic,Claude Opus 4.8,anthropic,falsify_prompt,17,sel_p_notq,,,2,note_disproof|select_cards,False,True,
wason-selection-deontic,Claude Opus 4.8,anthropic,falsify_prompt,18,sel_p_notq,,,2,note_disproof|select_cards,False,True,
wason-selection-deontic,Claude Opus 4.8,anthropic,falsify_prompt,19,sel_p_notq,,,2,note_disproof|select_cards,False,True,
wason-selection-deontic,Claude Opus 4.8,anthropic,falsify_prompt,20,sel_p_notq,,,2,note_disproof|select_cards,False,True,
wason-selection-deontic,Claude Opus 4.8,anthropic,falsify_prompt,21,sel_p_notq,,,2,note_disproof|select_cards,False,True,
wason-selection-deontic,Claude Opus 4.8,anthropic,falsify_prompt,22,sel_p_notq,,,2,note_disproof|select_cards,False,True,
wason-selection-deontic,Claude Opus 4.8,anthropic,falsify_prompt,23,sel_p_notq,,,2,note_disproof|select_cards,False,True,
wason-selection-deontic,Claude Opus 4.8,anthropic,falsify_prompt,24,sel_p_notq,,,2,note_disproof|select_cards,False,True,
wason-selection-deontic,Claude Opus 4.8,anthropic,falsify_prompt,25,sel_p_notq,,,2,note_disproof|select_cards,False,True,
wason-selection-deontic,Claude Opus 4.8,anthropic,falsify_prompt,26,sel_other,,,2,note_disproof|select_cards,False,True,
wason-selection-deontic,Claude Opus 4.8,anthropic,falsify_prompt,27,sel_p_notq,,,2,note_disproof|select_cards,False,True,
wason-selection-deontic,Claude Opus 4.8,anthropic,falsify_prompt,28,sel_p_notq,,,2,note_disproof|select_cards,False,True,
wason-selection-deontic,Claude Opus 4.8,anthropic,falsify_prompt,29,sel_p_notq,,,2,note_disproof|select_cards,False,True,
wason-selection-deontic,Claude Opus 4.8,anthropic,deliberate,0,sel_p_notq,,,4,restate_rule|examine_cards|note_disproof|select_cards,False,True,
wason-selection-deontic,Claude Opus 4.8,anthropic,deliberate,1,sel_p_notq,,,4,restate_rule|examine_cards|note_disproof|select_cards,False,True,
wason-selection-deontic,Claude Opus 4.8,anthropic,deliberate,2,sel_p_notq,,,4,restate_rule|examine_cards|note_disproof|select_cards,False,True,
wason-selection-deontic,Claude Opus 4.8,anthropic,deliberate,3,sel_p_notq,,,4,restate_rule|examine_cards|note_disproof|select_cards,False,True,
wason-selection-deontic,Claude Opus 4.8,anthropic,deliberate,4,sel_p_notq,,,4,restate_rule|examine_cards|note_disproof|select_cards,False,True,
wason-selection-deontic,Claude Opus 4.8,anthropic,deliberate,5,sel_p_notq,,,4,restate_rule|examine_cards|note_disproof|select_cards,False,True,
wason-selection-deontic,Claude Opus 4.8,anthropic,deliberate,6,sel_p_notq,,,4,restate_rule|examine_cards|note_disproof|select_cards,False,True,
wason-selection-deontic,Claude Opus 4.8,anthropic,deliberate,7,sel_p_notq,,,4,restate_rule|examine_cards|note_disproof|select_cards,False,True,
wason-selection-deontic,Claude Opus 4.8,anthropic,deliberate,8,sel_p_notq,,,4,restate_rule|examine_cards|note_disproof|select_cards,False,True,
wason-selection-deontic,Claude Opus 4.8,anthropic,deliberate,9,sel_p_notq,,,4,restate_rule|examine_cards|note_disproof|select_cards,False,True,
wason-selection-deontic,Claude Opus 4.8,anthropic,deliberate,10,sel_p_notq,,,4,restate_rule|examine_cards|note_disproof|select_cards,False,True,
wason-selection-deontic,Claude Opus 4.8,anthropic,deliberate,11,sel_p_notq,,,4,restate_rule|examine_cards|note_disproof|select_cards,False,True,
wason-selection-deontic,Claude Opus 4.8,anthropic,deliberate,12,sel_p_notq,,,4,restate_rule|examine_cards|note_disproof|select_cards,False,True,
wason-selection-deontic,Claude Opus 4.8,anthropic,deliberate,13,sel_p_notq,,,4,restate_rule|examine_cards|note_disproof|select_cards,False,True,
wason-selection-deontic,Claude Opus 4.8,anthropic,deliberate,14,sel_p_notq,,,4,restate_rule|examine_cards|note_disproof|select_cards,False,True,
wason-selection-deontic,Claude Opus 4.8,anthropic,deliberate,15,sel_p_notq,,,4,restate_rule|examine_cards|note_disproof|select_cards,False,True,
wason-selection-deontic,Claude Opus 4.8,anthropic,deliberate,16,sel_p_notq,,,4,restate_rule|examine_cards|note_disproof|select_cards,False,True,
wason-selection-deontic,Claude Opus 4.8,anthropic,deliberate,17,sel_p_notq,,,4,restate_rule|examine_cards|note_disproof|select_cards,False,True,
wason-selection-deontic,Claude Opus 4.8,anthropic,deliberate,18,sel_p_notq,,,4,restate_rule|examine_cards|note_disproof|select_cards,False,True,
wason-selection-deontic,Claude Opus 4.8,anthropic,deliberate,19,sel_p_notq,,,4,restate_rule|examine_cards|note_disproof|select_cards,False,True,
wason-selection-deontic,Claude Opus 4.8,anthropic,deliberate,20,sel_p_notq,,,4,restate_rule|examine_cards|note_disproof|select_cards,False,True,
wason-selection-deontic,Claude Opus 4.8,anthropic,deliberate,21,sel_p_notq,,,4,restate_rule|examine_cards|note_disproof|select_cards,False,True,
wason-selection-deontic,Claude Opus 4.8,anthropic,deliberate,22,sel_p_notq,,,4,restate_rule|examine_cards|note_disproof|select_cards,False,True,
wason-selection-deontic,Claude Opus 4.8,anthropic,deliberate,23,sel_p_notq,,,4,restate_rule|examine_cards|note_disproof|select_cards,False,True,
wason-selection-deontic,Claude Opus 4.8,anthropic,deliberate,24,sel_p_notq,,,4,restate_rule|examine_cards|note_disproof|select_cards,False,True,
wason-selection-deontic,Claude Opus 4.8,anthropic,deliberate,25,sel_p_notq,,,4,restate_rule|examine_cards|note_disproof|select_cards,False,True,
wason-selection-deontic,Claude Opus 4.8,anthropic,deliberate,26,sel_p_notq,,,4,restate_rule|examine_cards|note_disproof|select_cards,False,True,
wason-selection-deontic,Claude Opus 4.8,anthropic,deliberate,27,sel_p_notq,,,4,restate_rule|examine_cards|note_disproof|select_cards,False,True,
wason-selection-deontic,Claude Opus 4.8,anthropic,deliberate,28,sel_p_notq,,,4,restate_rule|examine_cards|note_disproof|select_cards,False,True,
wason-selection-deontic,Claude Opus 4.8,anthropic,deliberate,29,sel_p_notq,,,4,restate_rule|examine_cards|note_disproof|select_cards,False,True,
wason-selection-deontic,Claude Opus 4.8,anthropic,free_agent,0,sel_p_notq,,,4,restate_rule|examine_cards|note_disproof|select_cards,False,True,
wason-selection-deontic,Claude Opus 4.8,anthropic,free_agent,1,sel_p_notq,,,4,restate_rule|examine_cards|note_disproof|select_cards,False,True,
wason-selection-deontic,Claude Opus 4.8,anthropic,free_agent,2,sel_p_notq,,,4,restate_rule|examine_cards|note_disproof|select_cards,False,True,
wason-selection-deontic,Claude Opus 4.8,anthropic,free_agent,3,sel_p_notq,,,4,restate_rule|examine_cards|note_disproof|select_cards,False,True,
wason-selection-deontic,Claude Opus 4.8,anthropic,free_agent,4,sel_p_notq,,,4,restate_rule|examine_cards|note_disproof|select_cards,False,True,
wason-selection-deontic,Claude Opus 4.8,anthropic,free_agent,5,sel_p_notq,,,4,restate_rule|examine_cards|note_disproof|select_cards,False,True,
wason-selection-deontic,Claude Opus 4.8,anthropic,free_agent,6,sel_p_notq,,,4,restate_rule|examine_cards|note_disproof|select_cards,False,True,
wason-selection-deontic,Claude Opus 4.8,anthropic,free_agent,7,sel_p_notq,,,4,restate_rule|examine_cards|note_disproof|select_cards,False,True,
wason-selection-deontic,Claude Opus 4.8,anthropic,free_agent,8,sel_p_notq,,,4,restate_rule|examine_cards|note_disproof|select_cards,False,True,
wason-selection-deontic,Claude Opus 4.8,anthropic,free_agent,9,sel_p_notq,,,4,restate_rule|examine_cards|note_disproof|select_cards,False,True,
wason-selection-deontic,Claude Opus 4.8,anthropic,free_agent,10,sel_p_notq,,,4,restate_rule|examine_cards|note_disproof|select_cards,False,True,
wason-selection-deontic,Claude Opus 4.8,anthropic,free_agent,11,sel_p_notq,,,4,restate_rule|examine_cards|note_disproof|select_cards,False,True,
wason-selection-deontic,Claude Opus 4.8,anthropic,free_agent,12,sel_p_notq,,,4,restate_rule|examine_cards|note_disproof|select_cards,False,True,
wason-selection-deontic,Claude Opus 4.8,anthropic,free_agent,13,sel_p_notq,,,4,restate_rule|examine_cards|note_disproof|select_cards,False,True,
wason-selection-deontic,Claude Opus 4.8,anthropic,free_agent,14,sel_p_notq,,,4,restate_rule|examine_cards|note_disproof|select_cards,False,True,
wason-selection-deontic,Claude Opus 4.8,anthropic,free_agent,15,sel_p_notq,,,4,restate_rule|examine_cards|note_disproof|select_cards,False,True,
wason-selection-deontic,Claude Opus 4.8,anthropic,free_agent,16,sel_p_notq,,,4,restate_rule|examine_cards|note_disproof|select_cards,False,True,
wason-selection-deontic,Claude Opus 4.8,anthropic,free_agent,17,sel_p_notq,,,4,restate_rule|examine_cards|note_disproof|select_cards,False,True,
wason-selection-deontic,Claude Opus 4.8,anthropic,free_agent,18,sel_p_notq,,,4,restate_rule|examine_cards|note_disproof|select_cards,False,True,
wason-selection-deontic,Claude Opus 4.8,anthropic,free_agent,19,sel_p_notq,,,4,restate_rule|examine_cards|note_disproof|select_cards,False,True,
wason-selection-deontic,Claude Opus 4.8,anthropic,free_agent,20,sel_p_notq,,,4,restate_rule|examine_cards|note_disproof|select_cards,False,True,
wason-selection-deontic,Claude Opus 4.8,anthropic,free_agent,21,sel_p_notq,,,4,restate_rule|examine_cards|note_disproof|select_cards,False,True,
wason-selection-deontic,Claude Opus 4.8,anthropic,free_agent,22,sel_p_notq,,,4,restate_rule|examine_cards|note_disproof|select_cards,False,True,
wason-selection-deontic,Claude Opus 4.8,anthropic,free_agent,23,sel_p_notq,,,4,restate_rule|examine_cards|note_disproof|select_cards,False,True,
wason-selection-deontic,Claude Opus 4.8,anthropic,free_agent,24,sel_p_notq,,,4,restate_rule|examine_cards|note_disproof|select_cards,False,True,
wason-selection-deontic,Claude Opus 4.8,anthropic,free_agent,25,sel_p_notq,,,4,restate_rule|examine_cards|note_disproof|select_cards,False,True,
wason-selection-deontic,Claude Opus 4.8,anthropic,free_agent,26,sel_p_notq,,,4,restate_rule|examine_cards|note_disproof|select_cards,False,True,
wason-selection-deontic,Claude Opus 4.8,anthropic,free_agent,27,sel_p_notq,,,4,restate_rule|examine_cards|note_disproof|select_cards,False,True,
wason-selection-deontic,Claude Opus 4.8,anthropic,free_agent,28,sel_p_notq,,,4,restate_rule|examine_cards|note_disproof|select_cards,False,True,
wason-selection-deontic,Claude Opus 4.8,anthropic,free_agent,29,sel_p_notq,,,4,restate_rule|examine_cards|note_disproof|select_cards,False,True,
