experiment,model,provider,condition,trial,chosen_product,price_usd,planned_budget,num_steps,steps,capped,ok,error
decoy-effect-novel,Claude Opus 4.8,anthropic,decoy_a,29,plan_a,,,3,inspect_options|compare_options|choose_product,False,True,
decoy-effect-novel,Claude Opus 4.8,anthropic,free_agent,0,plan_b,,,3,inspect_options|compare_options|choose_product,False,True,
decoy-effect-novel,Claude Opus 4.8,anthropic,free_agent,1,plan_b,,,3,inspect_options|compare_options|choose_product,False,True,
decoy-effect-novel,Claude Opus 4.8,anthropic,free_agent,2,plan_b,,,3,inspect_options|compare_options|choose_product,False,True,
decoy-effect-novel,Claude Opus 4.8,anthropic,free_agent,3,plan_b,,,3,inspect_options|compare_options|choose_product,False,True,
decoy-effect-novel,Claude Opus 4.8,anthropic,free_agent,4,plan_b,,,3,inspect_options|compare_options|choose_product,False,True,
decoy-effect-novel,Claude Opus 4.8,anthropic,free_agent,5,plan_b,,,3,inspect_options|compare_options|choose_product,False,True,
decoy-effect-novel,Claude Opus 4.8,anthropic,free_agent,6,plan_b,,,3,inspect_options|compare_options|choose_product,False,True,
decoy-effect-novel,Claude Opus 4.8,anthropic,free_agent,7,plan_b,,,3,inspect_options|compare_options|choose_product,False,True,
decoy-effect-novel,Claude Opus 4.8,anthropic,free_agent,8,plan_b,,,3,inspect_options|compare_options|choose_product,False,True,
decoy-effect-novel,Claude Opus 4.8,anthropic,free_agent,9,plan_b,,,3,inspect_options|compare_options|choose_product,False,True,
decoy-effect-novel,Claude Opus 4.8,anthropic,free_agent,10,plan_b,,,3,inspect_options|compare_options|choose_product,False,True,
decoy-effect-novel,Claude Opus 4.8,anthropic,free_agent,11,plan_b,,,3,inspect_options|compare_options|choose_product,False,True,
decoy-effect-novel,Claude Opus 4.8,anthropic,free_agent,12,plan_b,,,3,inspect_options|compare_options|choose_product,False,True,
decoy-effect-novel,Claude Opus 4.8,anthropic,free_agent,13,plan_b,,,3,inspect_options|compare_options|choose_product,False,True,
decoy-effect-novel,Claude Opus 4.8,anthropic,free_agent,14,plan_b,,,3,inspect_options|compare_options|choose_product,False,True,
decoy-effect-novel,Claude Opus 4.8,anthropic,free_agent,15,plan_b,,,3,inspect_options|compare_options|choose_product,False,True,
decoy-effect-novel,Claude Opus 4.8,anthropic,free_agent,16,plan_b,,,3,inspect_options|compare_options|choose_product,False,True,
decoy-effect-novel,Claude Opus 4.8,anthropic,free_agent,17,plan_b,,,3,inspect_options|compare_options|choose_product,False,True,
decoy-effect-novel,Claude Opus 4.8,anthropic,free_agent,18,plan_b,,,3,inspect_options|compare_options|choose_product,False,True,
decoy-effect-novel,Claude Opus 4.8,anthropic,free_agent,19,plan_b,,,3,inspect_options|compare_options|choose_product,False,True,
decoy-effect-novel,Claude Opus 4.8,anthropic,free_agent,20,plan_b,,,3,inspect_options|compare_options|choose_product,False,True,
decoy-effect-novel,Claude Opus 4.8,anthropic,free_agent,21,plan_b,,,3,inspect_options|compare_options|choose_product,False,True,
decoy-effect-novel,Claude Opus 4.8,anthropic,free_agent,22,plan_b,,,3,inspect_options|compare_options|choose_product,False,True,
decoy-effect-novel,Claude Opus 4.8,anthropic,free_agent,23,plan_b,,,3,inspect_options|compare_options|choose_product,False,True,
decoy-effect-novel,Claude Opus 4.8,anthropic,free_agent,24,plan_b,,,3,inspect_options|compare_options|choose_product,False,True,
decoy-effect-novel,Claude Opus 4.8,anthropic,free_agent,25,plan_b,,,3,inspect_options|compare_options|choose_product,False,True,
decoy-effect-novel,Claude Opus 4.8,anthropic,free_agent,26,plan_b,,,3,inspect_options|compare_options|choose_product,False,True,
decoy-effect-novel,Claude Opus 4.8,anthropic,free_agent,27,plan_b,,,3,inspect_options|compare_options|choose_product,False,True,
decoy-effect-novel,Claude Opus 4.8,anthropic,free_agent,28,plan_b,,,3,inspect_options|compare_options|choose_product,False,True,
decoy-effect-novel,Claude Opus 4.8,anthropic,free_agent,29,plan_b,,,3,inspect_options|compare_options|choose_product,False,True,
